ref_fnr,ref_int,famille,sous_famille,designation,specificite,dimension,couleur,h5,h4,H3,H8,H7,total,qte_plus_10,prepare,charge,commander,location,stock,slode_stock,observation,inventaire_fait_le
,,STD TRAD,ACCESSOIRS,CORNIERE CARTON,,2500,carton,,,,,,0,0,,,,,,0,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x3000,,,,,,,0,0,,,,,50,50,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x2000,,,,,,,0,0,,,,,40,40,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x1000,,,,,,,0,0,,,,,138,138,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2500x500,,,,,,,0,0,,,,,39,39,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2000x1000,,,,,,,0,0,,,,,8,8,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,2000 x 500,,,,,,,0,0,,,,,3,3,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1500x1000,,,,,,,0,0,,,,,30,30,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x1000,,,,,,,0,0,,,,,10,10,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x500,,,,,,,0,0,,,,,10,10,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1000x400,,,,,,,0,0,,,,,4,4,,
,,STD TRAD,CLOISONS,CLOISONS BOIS,,1500x500,,,,,,,0,0,,,,,1,1,,
,,STD TRAD,PORTES,PORTE SIMPLE POUSSANT DROIT,,,,,,,,,0,0,,,,,11,11,,
,,STD TRAD,PORTES,PORTE SIMPLE POUSSANT GAUCHE,,,,,,,,,0,0,,,,,11,11,,
,,STD TRAD,QUINCAILLERIE,BAGUETTE CP 5mm Bas / pièce,,2500,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,BAGUETTE CP 5mm Haut / pièce,,2500,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,CLES + BARRILETS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,CLOUS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,EQUERRES CLOISONS (SOL),,,,,,,,,0,0,,,,,7,7,,
,,STD TRAD,QUINCAILLERIE,EQUERRES PETITES,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,FERS PLATS,,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,POIGNEE DE PORTE,,,,,,,,,0,0,,,,,14,14,,
,,STD TRAD,QUINCAILLERIE,TASSEAU 28x28 (ml),,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,TASSEAU 60x40 (ml),,,,,,,,,0,0,,,,,,0,,
,,STD TRAD,QUINCAILLERIE,VIS 4x35,,,,,,,,,0,0,,,,,,0,,
